company,label,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05
PS0000234747,0,48437.24,15256.51,19784.16,16662.32,21420.38,22810.96,28416.48,22490.72,25364.41,65605.96,32410.67,52198.57,46873.32,14663.58,23061.75,15489.52,31659.86,45271.66,22588.57,13020.29,32311.5,56887.54,30578.57,56130.72,56667.18,15206.42,16617.48,28080.91,39015.24,23962.55,28836.2,9603.73,33697.63,72994.05,28373.27,50574.55,44710.53,14263.99,24308.26,22298.96,27554.39,38594.77,22261.51,13776.66,48338.06,55503.98,35497.63,47829.95,31794.14,24097.66,27148.36,15544.74,33991.57,41427.7,28181.98,16318.52,32224.82,54709.76,34497.68,46449.29,32827.01,20083.15,22543.6,28682.36,24204.37,29802.98,33396.78,26801.56,49490.17,57733.91,42491.11,61683.36,34128.72,39835.74,26095.73,29471.69,26639.34,32412.5,24620.23,20463.87,48610.73,73817.17,45953.8,63422.27,30607.32,24882.53,40074.99,27865.25,33795.87,34940.2,24217.45,28313.43,44545.56,50999.54,53634.73,59300.92,70894.96,28836.47,21668.59,28879.44,41900.3,35572.95,22676.94,23946.73,45549.27,58801.34,50814.79,65732.76,67187.65,19355.63,26240.81,22487.18,40953.74,28080.06,18946.99,26325.09,33247.39,46553.84,53252,73413.72,63794.07,23813.29,32109.03,21526.04,36833.25,19391.97,33142.43,13555.1,36109.59,68327.31,44854.66,68622.65,51536.31,14467.18,25710.67,37258,23673.37,29797.49,18722.56,15072.15,83931.84,76930.74,50255.53,68871.09,55064.09,23115.49,18817.17,29663.26,17731.23,23175.26,31352.59,10438.52,47625.25,59907.93,66731.15,57029.04,69062.82,12668.13,29254.46,30152.89,19943.83,23188.44,20375.74,23969.12,57382.14,47563.16,43319.18,75923.8,49284.39,13432.38,31946.52,18248.46,22932.22,29441.32,28479.25,15292.47,46987.84,55922.92,55703.66,79997.38,68781.98,16109.89,27751.68,36502.54,29125.04,30347.16,25404.93,29003.33,60231.71,49676.6,56018.26,92220.56,71938.52,19889.86,31359.42,26888.46,26443.49,22313.56,21325.74,24246.74,44012.94,61301.13,61072.86,84670.8,63396.88,29174.45,25056.4,16997.73,1641.64
PS0000235176,0,291.03,0,0,0,0,314.27,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24837.29,12418.65,12418.65,0,0,0,0,0,37995.56,19050.26,19050.26,10000,0,0,0,48369.63,0,39582.74,59847.31,20374.67,862.52,0,0,0,0,20456.38,14118.74,0,0,54189.53,45389.88,15129.96,0,15129.96,0,15129.96,0,15198.82,15336.54,30783.75,31105.9,31105.9,15567.7,15695.58,15695.58,15695.58,15752.14,15909.52,16054.61,16112.4,16156.67,16156.67,16200.93,16200.93,16229.47,90170.94,28512.57,16644.92,16644.92,16911.93,17047.43,17184.33,17184.33,17184.33,17235.61,17339.33,17461.02,7540.89,11137.35,149.4,345.6,0,0,0,0,0,0,0,210,210,210,210,0,0,0,0,0,180,183,183,354,0,144,144,144,144,144,144,144,144,144,144,144,288,0,144,144,917.87,0,288,144,144,144,144,0,288,0,144,0,288,288,144,0,288,144,0,144,101596.07,144,0,288,0,144,288,144,144,0,144,288,0,288,0,263.52,263.52,527.04,0,527.04,263.52,0,527.04,263.52,1230.56,263.52,0,1130.48,527.04,263.52,0,527.04,263.52,263.52,263.52,263.52,263.52,263.52,0,527.04,263.52,263.52
PS0000236306,0,113976.03,34231.92,2336.73,24414.04,24916.5,39720.13,4179.22,43952.75,2189.98,31067.96,2793.37,44965.82,113092.4,67333.11,22961.53,14686.58,18038.29,3030.41,2525.95,27184.28,2230.48,23683.41,7918.33,1923.32,19354.48,16928.5,13453.81,7426.63,26594.12,54638,1818.2,44087.41,7057.42,1625.05,10666.44,14490.7,40123.84,15607.99,3073.45,1396.4,5262.6,1616.43,29636.34,20890.62,1370.99,6680.88,14144.62,18791.01,51420.47,6554.11,1645.95,3384.49,12726.18,12119.88,30357.25,17939.29,1488.72,13305,12538.13,31233.91,28471.09,1413.32,12178.01,21375.98,896.62,24922.71,15589.41,15992.12,9725.13,1532.42,2334.58,25629.6,17376.32,4345.64,3370.5,17827.41,1994.1,33810.7,17391.87,20515.08,11340.08,670.13,21804.62,6260.47,1376.5,3826.62,922.68,28480.23,21338.33,13549.54,24072.07,18801.82,11795.36,7827.31,17315.55,1861.85,15143.38,26973.75,727.29,12058.01,20431.2,7676.77,7464.73,19639.69,3247,2577.23,6820.94,5122.05,2664.23,4166.03,17611.83,10672.56,17252.96,8315.09,8063.01,7023.69,7611.55,5359.36,10027.66,6599.52,18226.41,2763.67,11694.97,16476.2,9707.99,2001.23,9352.75,9079.66,3451.43,2912.24,6221.46,4695.48,16117.45,2802.11,7163.98,9324.73,3713.46,5514.98,11464.68,13173.1,6384.4,2477.39,5276.08,10280.08,13080.84,1822.29,13660.83,13757.94,5589.34,2392.45,5112.95,17940.82,2898.72,2356.7,4127.14,5129.2,0,739.62,2669.88,12435.57,7577.97,6378.62,13355.72,7195.19,1592.18,1933.07,2654.46,21348.86,5595.77,697.54,21616.94,28851.98,9850.93,5859.4,7617.47,7035.89,3023.31,1355.5,3951.51,12394.01,11544.7,683.04,14265.61,14140.32,15610.07,7879.18,15497.79,265.11,7627.1,1009.69,4311.73,9442.6,8898.57,1451.58,35881.34,27336.41,25289.79,8918.1,7395.3,980.19,4563.7,2300.8,6522.48,13292.82,10223.04,3581.45,7910.33,32694.4,0
PS0000237439,0,4623.44,6237.15,8522.93,4845.19,10522.6,15869.47,10091.52,5970.06,8451.49,10662.27,11470.38,27310.59,6028.59,9948.08,15985.68,15824.15,20283.24,18588.35,11353.68,14972.13,14796.38,20948.37,11651.58,10878.26,9013.3,7753.1,9830.74,14495.74,6936.42,5098.48,3001.35,17300.36,2924.19,8953.44,22944.15,32830.56,13036.38,3472.98,8429.33,17474.55,10434.19,17368.52,21143.31,8385.41,13332.16,23205.95,32565.66,45917.44,15361.25,8902.93,13320.7,21058.46,24964.84,25542.76,25760.13,23228.38,12361.66,19688.56,35297.74,46001.11,8715.44,18945.6,29839,32592.25,35406.19,29400.47,26392.76,10563.01,11404.97,31840.94,27133.64,40539.3,11134.6,9122.23,15677.08,13094.06,33238.82,26095.3,24164.44,14654.45,14928.3,9540.16,14856.58,26611.23,6720.06,9403.29,16586.99,10613.87,18694.27,23949.1,19813.07,12116.85,9774.43,18881.6,15843.44,18394.32,12664.04,2475.48,21855.11,19403.73,27151.54,10455.78,8290.58,6953.88,8641.8,13966.79,12433.62,19807.33,8092.98,2072.38,10224.93,18538.4,17467.95,20634.15,28090.62,12063.39,16841.2,39891.03,23518.96,18246.48,14548.01,4332.2,18853.32,23225.4,22964.97,23513.83,26416.46,10655.07,15742.06,25563.25,21905.11,22990.71,8023.56,3680.53,10749.53,9409.43,12650.57,12138.41,13859.52,5074.62,5910.64,13870.32,10785.27,19286.89,4329.54,5630.21,7790.28,12409.5,9620.2,22727.16,11655.69,6223.62,5314.46,12348.99,10291.56,14403.73,2987.78,4891.27,5804.92,11975.58,12193.85,7423.66,11919.47,5642.8,12045.73,13256.52,13046.65,14119.23,5346.82,8670.85,11478.78,6899.6,13861.38,17141.9,10500.52,7574.42,9524.82,13821.78,10718.05,11836.51,6248.23,5006.24,10060.36,13381.48,9753.46,15884.75,12471.01,7272.69,6088.02,11686.26,7781.54,7362.79,5246.1,6997.47,7389.41,9742.53,10192.39,12366,7727.08,8784.96,2843.44,16483.07,12904.82,13242.89,3992.62,8253.7,8093.71,8134.58,907.08
PS0000239160,0,43996.69,21060.34,25550.89,49928.72,19859.7,45872.13,53088.13,64071.34,29361.79,60781.7,68683.2,65599.8,35634.29,45988.48,443.34,167567.47,78773.48,102860.81,70309.31,34806.44,84909.02,111740.91,40836.84,130310.42,21102.19,33215.4,14582.74,45531.49,42781.22,30350.08,69576.32,59114.57,22977.35,61097.87,183870.67,146780.24,21853.4,25166.68,43427.84,0,54759.82,14023.49,122462.3,34343.38,82219.78,72850.51,171892.46,203171.73,6545.31,11171.86,11938.66,77935.46,119447.63,45717.91,54118.09,26274.05,53369.54,87661.46,270477.65,231709.3,6458.05,1834.17,16426.84,32262.88,99925.2,104738.75,94363.4,120973.31,142396.08,205693.8,103083.42,648652.1,39344,3723.3,40698,51564.97,115815.19,71621.1,28209.34,158571.18,175151.76,217410.17,333594.59,470249.88,4268.1,15162,4405.86,4980,5699.93,82895.06,79036.02,0,25403.63,123154.86,44588.76,423120.35,94694.99,12737.49,348.12,4194.39,2402.4,5317.72,10980,4412.4,12302.42,6272.8,77724.03,293405.61,0,96.48,86026.77,43399.4,43173.61,51551.04,180868.26,23538,72670.8,4907.52,419693.98,66607.2,39699.14,0,153648.64,1800,3681.6,97411.93,153760.83,102786.05,75700.02,67546.33,65430.22,165673.82,88568.85,41133.03,4055.28,55381.92,23406.62,96753.37,167231.65,16041.48,102335.19,11619.28,126040.98,138474.79,51681.67,62848.25,113314.77,187137.52,44147.42,275584.03,122337.33,143818.24,107540.38,106639.59,101519.2,129835.39,45850.04,85753.96,55170.26,85740.49,80429.5,197502.18,185419.42,200316.74,156064.73,115893.68,184695.54,237427.35,72544.93,89063.96,161694.71,85457.34,76361.05,213031.23,218728.26,233562.61,99734.49,236892.63,142320.13,266152.76,134174.94,41058.33,241033.86,70310.92,144852.02,434222.5,352600.89,301738.77,127571.23,449617.16,369410.04,179904.49,413152.46,73118.36,58684.16,100976,146901.16,31620.27,407164.2,129991,131688.62,539569.39,81080.53,370332.49,293001.48,71613.33,138721.94,396581.07,12480.48
PS0000240033,0,143640.16,144364.96,165763.32,192897.67,152446.22,115720.24,168717.07,160074.57,190770.6,176140.15,174210.02,185151.61,151387.39,152722.44,147210.84,198945.55,139924.03,176598.68,183623.73,160919.56,142085.93,138931.36,203641.46,161708.74,122137.12,178156.34,151225.37,166038.66,146390.97,163035.9,159781.38,172138.5,161403.67,162890.22,203829.47,198408.48,140323.45,142333.35,166861.16,136859.74,160459.87,187176.05,154686.35,173490.9,174525.34,138859.39,185151.18,211266.33,126654.34,197457.55,185827.65,133465.97,180263.85,167341.97,170434.33,175589.29,161833.37,197298.82,194352.46,186534.69,131894.75,193158.77,157560.54,145829.99,151206.26,145616.02,168718.78,159896.81,151103.22,168479.23,147830.09,236803.14,129341.93,156916.62,191297.53,161158.08,170485.71,164468.51,199264.17,181904.4,144491.29,209484.98,149688.16,202063.3,184208.85,151676.34,155143.44,181681.65,141651.91,164212.79,181790.8,171247.28,138218.77,155537.32,149851.95,168915.1,148051.65,171276.86,158048.18,146126.33,131040.21,151107.84,148052.46,147014.21,140055.42,124336.11,151811.57,171791.41,136104.02,138577.18,152742.86,123888.92,110603.51,132173.46,143589.36,155166.36,93899.7,116267.73,115850.09,121155.42,145316.78,82723.34,140700.19,116873.6,115081.42,98633.3,122370.07,127222.6,82819.36,117608.07,99055.14,129794.19,138668.44,89547.33,98541.06,107638.08,90589.26,109897.09,120285.12,115913.19,106417.92,113258.2,88310.77,111746.64,105293.13,87838.45,113211.09,95950.88,94814.75,104256.13,106013.33,79306.01,82164.92,99871.06,102241.06,126435.23,91093.64,100926.24,89001.34,91889.82,111877.66,82910.82,108531.17,88649.41,95344.07,94273.04,92600.16,138380.2,91918.24,63046.56,119067.2,111636.97,103275.25,112219.12,93711.64,128433.62,95878.66,93463.41,115918.39,127677.1,93338.17,67205.38,119809.99,91052.29,107433.54,91572.58,129754,128216.87,77213.29,104486.06,108972.12,99023.8,94768.01,70751.83,122302.36,110858.91,111662.38,91474.48,95906.95,109598.52,78162.74,104891.62,94073.8,126725.95,103009.66,94635.66,110854.29,152331.75,33777.7
PS0000241703,0,0,6189.84,0,6885.33,3268.79,3268.79,19960.5,3268.79,19960.5,3268.79,26106.32,4563.08,3442.66,3442.66,3442.66,3442.66,3442.66,39130.06,14300.95,3442.66,3442.66,3442.66,18505.3,7263.35,3651.31,3651.31,3651.31,3651.31,56623.95,3651.31,0,7302.62,5946.42,4277.25,15999.42,35092.24,3720.86,3720.86,3720.86,30007.79,3720.86,23082.73,13546.79,3887.77,7630.36,4221.61,4305.07,28121.42,7441.53,0,7441.34,4002.71,3791.18,7691.18,39274.45,3791.18,0,7582.36,3791.18,34344.15,3929.58,3929.58,3929.58,3929.58,4129.58,24285.97,4171.7,81.93,28643.33,25459.58,6475.53,14454.62,4689.69,4666,4666,51462.5,4666,18382.06,20186.89,4814,4666,19901.15,10911.5,23664,5085.55,5083.33,5083.33,5083.33,5083.33,5083.33,83691.33,5083.33,5578.34,21627.33,7083.33,25124.14,5086.67,5086.67,5086.67,0,5086.67,102197.33,15249.99,0,5636.41,74583.33,5083.33,29679.03,5083.33,4066.67,4580.14,4575,4575,17930,132953.47,4575,5195.69,4575,4575,47729.95,9150,0,4575,4575,52448.94,29972,87075,0,9797.46,4575,36409,28194.66,4575,4575,4575,10075,59601.31,32404.35,45887.6,9150,41771.42,21917.43,4575,33200.81,3660,3660,6480.16,7320,3660,42639,15776,0,7913.21,5160,17544,29415,0,7320,3660,3660,3660,63293.66,3660,19421.06,4294.37,7420,10820,26287.56,0,7320,0,7320,45184.5,26062,3660,3660,16324.26,3660,7460,45700,3660,3660,3660,49660,3660,23521,26415.51,3660,4216.55,6260,23504.49,24101,7320,3660,0,7320,3660,91012.34,54660,3660,4189.06,0,7320,42826.44,3670.81,3660,3660,46260,0
PS0000242238,0,0,1346.97,728.95,0,0,0,0,0,0,0,0,0,387.11,1163.6,1204.72,706.31,17.73,190.16,0,0,210.32,0,0,0,509.14,0,1417.15,2127.98,0,0,3003.25,0,5297.32,0,0,2651.29,0,2875.04,0,1249.62,0,0,0,0,2055.59,0,2173.26,7467.63,0,15017.06,0,0,0,0,0,0,480,709.96,371.69,2803.55,0,0,0,0,421.5,0,0,0,0,0,540,6362.27,1808.02,0,0,540,6318,2427.6,11304,0,0,32354.54,0,10358.26,0,0,0,0,16335,4300.86,9504,53421.72,0,30998.88,33579.6,40579.52,0,0,10343.4,27130.61,360,22556.6,0,3540,0,0,38408.04,70400.3,0,0,0,0,0,0,0,10341.41,44622,0,12945.6,38599.48,0,0,0,0,672,13667.59,3604.04,56130.36,0,0,9821,35103.48,8405.53,0,0,0,0,0,3940.6,0,47854.36,10242.62,57282.74,80366.26,503.1,15268.3,0,0,917.44,17871.17,366,0,0,0,8466.6,17189.8,0,2038.01,0,0,0,2566.88,0,0,31284.16,5114.85,0,60442.31,0,0,0,671,366,366,8681.23,3597.46,47453.24,8227.31,0,62654.15,0,0,0,0,468.98,5964,0,2071,1500,493,0,5332.63,0,0,0,0,0,0,724,0,4800,0,1081,3360.96,0,493,0,0,0
PS0000245747,0,15141484.63,15298357.11,15477488.4,16298735.07,15963392.07,18746189.44,17251770.77,17268894.26,16357598.47,18432215.33,19240076.65,21963886.42,16587449.34,14212182.4,17935386.93,23652235.13,18231614.24,18417228.21,18347637.85,19308281.63,19644488.42,21864597.76,26683520.21,29630990.38,20777847.56,18301736.34,20126852.7,25429841.71,20771928.68,4439704.02,20734267.42,24057663.27,20018485.2,22785042.1,27240912.6,35399751.17,23218821.25,20312853.2,23875729.57,22948075.22,28401638.29,21190802.27,24931752.81,25656066.96,25381328.94,26080456.4,29480713.38,43361018.3,21852289.14,20997558.99,24754303.16,25381205.88,34355087.77,24414828.25,24639549.2,24969833.73,23794392.07,30469812.18,34472307.5,61653642.56,26043896.3,26088375.16,28085556.96,34579445.06,37499227.53,33458411,34649390.23,34333065.05,40135902.91,36064589.62,53264450.96,90613349.22,32124980.7,30494583.16,34182751.14,38066244.04,43896529.7,39157714.78,42318168.24,57805030.81,30607496.85,40736384.76,40970002.32,56967364.08,28089769.83,29613229.01,29538560.65,38588323.12,44259558.77,47301819.52,34793543.35,30760479.74,30700135.4,41572395.9,38267207.03,57523339.6,42750095.14,27844697.74,36096657.02,35096659.14,38393163.91,30086277.45,29716590.99,30346740.99,26927852.76,32154538.83,33620882.2,40571136.47,35003262.54,27827642.6,28601937.38,28944374.24,27686324.39,32033538.19,31863780.47,28766594.43,24912891.22,26424060.51,28648076.24,33994582.6,24864475.54,27464221.29,24972249.34,24213759.61,26477797.39,30415868.73,24169154.29,23008472.86,23526674.25,25125872.32,29622593.48,30104018.94,24525177.32,27974322.44,28745162,24044865.92,24424518.3,26847642.23,24591805.12,23972107.11,23163136.36,25056064.54,23956093.25,28355615.99,27888921.67,24249888.96,25094457.02,27316445.12,29764054.41,32347129.48,27041284.22,26512150.93,27057530.39,28380625.12,28925493,41108898.2,33681870.48,34014521,33969556,36344030.71,30698321.97,35627036.38,29454968.47,28442700.21,29628785.19,26700359.01,29589723.66,47348703.71,28419319.85,26925211.91,31440082.88,32925850.79,30500580.12,36258344.35,31139282.52,37236062.74,29736455.68,33309514.31,32908889.29,61755425.78,27263930.77,29642834.46,33577825.77,31422917.35,32243483.06,42496215.77,35341156.3,42931440.56,35016129.38,36695693.12,42517486.05,69461511.78,45077598.1,38551770.18,34615344.6,38059793.25,36567814.37,40639062.55,39022876.51,47011344.34,36776834.79,52036752.94,43650669.19,64770590.12,39034253.4,37358813.97,38098409.99,45016495.71,33293842.25
PS0000246321,0,2394.67,3422.63,1018.19,208.65,13913.53,9663.66,7163.24,1783.23,0,4795.93,0,18522.58,100.15,9084.74,523.28,156.07,4538.81,19310.27,8894.37,13998.85,0,4095.01,8612.92,17299.49,1177.52,2131.53,2082.77,16706.02,17123.96,16204,459.73,5696.04,300.45,3688.87,3533.68,20692.52,6910.37,3396.76,1056.64,0,12713.24,5845.43,5556.93,0,449.84,0,9039.05,22387.63,4010,2000,0,2627.99,8899.5,578.34,0,4339.84,6959.58,0,36590,28670.37,6430,1900,3095.63,0,7803,4369.68,0,18360,0,0,0,1684.42,2430,2510,240,68,6696,7464.03,1278,300,21830,1206,22102,0,22195,16466,3356,815.2,3512,1701.06,1.42,0,13683,19400,0,2350,3740,15818,3648,0,21066,0,0,29060,0,305.28,0,0,8014,20080,2076,0,8088,0,7760,0,0,0,0,21950,6690,5320,8295.66,27221.16,0,20121.6,300.14,0,0,0,0,0,24560,8745,0,288,29851.69,0,152,0,0,0,0,2760,18500,9855,115,0,3846.44,11008.45,17546,0,0,0,0,13000,0,11486.14,7824.1,27734.92,16810,0,0,376.17,24,300,10550,28210.53,30030,431,0,354.05,21260,9400,420,0,0,0,0,16065,32385,0,0,0,24875,5680,600,0,0,0,0,5785,37915,0,0,0,170,1400,33950,1700,600,0,475,3675,25990,2228.37,0,10,1340
PS0000247966,0,56636.8,74040.76,77280.26,73639.51,60320.97,85303.31,53857.39,71750.84,69574.45,62064.38,72379.73,77230.18,57619.1,79406.91,66145.19,61513.35,72557.91,74000.68,64713.13,64400.72,77698.38,65908.62,70334.77,78985.89,60666.92,79155.15,59149.59,80982.99,68218.46,78233.87,82008.79,58878.86,74833.98,80786.98,80290.46,70343.01,78054.97,86645.36,75774.48,76582.09,91554.12,72266.61,84321.57,69416.77,71880.87,78220.98,83969.31,81029.71,85347.53,48278.34,68124.64,62988.37,100865.65,40866.77,108165.75,69843.11,42146.9,106719.57,66533.87,74931.16,81914.68,47341.85,77214.66,76147.4,104810.92,69114.06,76870.41,58536.04,61728.52,107731.48,59208.73,91858.48,98184.18,57932.75,99376.64,80282.03,56564.92,98572.5,92316.66,77119.01,65536.9,47250.98,94508.35,78993.84,46307.31,75078.75,86391.27,52421.04,96713.6,86021.64,45771.43,93231.88,54713.23,29245.71,41467.21,37588.91,38174.98,24225.44,53015.45,22178.44,38898.67,36475.33,30151.72,52417.99,33146.1,23567.04,45416.94,17467.31,50860.09,18799.46,34334.8,47035.56,29826.6,20710.28,39138.86,35017.6,22042.63,40413.73,31976.21,5932.64,42970.44,17892.74,45061.08,41447.9,32230.65,18125.29,39394.19,18550.64,37509.89,18907.7,42739.42,28614.79,25642.34,17863.08,50738.11,17908.02,46721.81,24264.29,28696.39,18920.4,31012.2,18907.56,29903.04,38823.19,28256.68,17022.77,36833.14,20386.49,27415.64,38211.57,70477.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS0000248177,0,4402.49,5113.41,6218.86,9840.72,7280.93,9879.02,242869.63,10155.61,94616.37,127901.57,16517.5,14404.56,4785.24,2545.79,3854.23,10718.83,10150.03,11829.77,241317.17,31040.28,78852.34,150391.11,9849.6,9486.15,6498.86,3132.87,5283.26,9320.58,7472.71,243094.22,17348.17,35078.41,53550.21,37513.32,146414.08,11847.91,4343.5,6793.08,4378.81,5906.16,240683.96,5490.81,15224.72,59290.72,55739.11,40923.28,4044.49,127504.07,3662.39,3786.3,6398.64,8728.21,248960.98,5989.18,11148.89,41384.19,31227.42,140912.69,62972.81,10423.54,3742.28,5257.13,11951.03,14238.43,15106,6224.97,264188.94,36173.18,35652.46,176034.92,12110.61,13973.8,7208.99,3896.03,11379.31,18665.98,10699.28,274225.03,62254.91,48219.18,53916.24,139334.14,16324.33,14711.49,6640.45,6479.47,17193.49,21681.22,22333.37,128772.52,34843.29,100548.49,51950.51,199689.29,24051.12,20005.47,17689.48,4997.98,4694.96,9547.01,197715.6,17229.29,42315.67,43557.12,62018.2,114165.15,16843.04,35989.11,7938.35,16534.43,13488.99,20547.99,19597.54,20990.45,31400.41,209029.97,41545.85,117616.92,11916.56,39471.73,4549.81,564.12,8476.85,179179.47,30529.22,17768.28,10823.69,58266.1,58029.03,119756.1,19104.45,34541.98,6588.57,3230,5186.6,200865.11,23182.33,17265.08,15508.67,52942.95,63653.69,19727.67,19829.75,22325.51,4359.93,3978.75,75752.18,10943.3,7489.52,40974.19,12441.82,32624.61,157648.68,24259.84,14222.32,21507.85,7842.28,350,5701.99,59442.56,7584.05,46841.49,26326.16,37300.43,53157.31,115752.97,16339.73,28384.97,2608,6394.82,23869.36,8866.9,98917.74,24011.98,19991.93,35603.57,102959.57,139879.49,23034.99,28496.14,9865.78,9604.42,8939.96,3199.72,123594.22,23154.83,29691.88,32040.66,90131.39,41662.44,34900.45,44869.15,11054.76,6433.21,10022.83,80428.79,66287.42,20639.15,24614.13,75915.11,71887.25,208483.68,25505.88,43776.23,10617.39,12963.62,1651.32,60461.72,5268.49
PS0000248192,0,0,3755.63,3693.21,6048.03,5799.63,9843.78,12284.42,8789.2,7078.28,3600.75,6586.95,7008.2,6590.9,6924.74,7008.2,7548.17,9674.93,5564.6,7149.9,6367.89,6367.89,6367.89,6367.89,6367.9,2225.11,8791.63,5453.29,8840.14,2854.49,23556.63,7235.23,2438.87,8275.79,17765.53,9392.55,7589.85,2163.46,16560.05,2163.46,15276.03,3188.74,3007.22,36499.96,1755.34,7061.22,2418.84,2496.45,12367.09,3448.21,15755.34,1755.34,890.88,890.88,890.88,890.88,890.88,50040.88,890.88,15477.88,890.88,890.88,890.88,890.88,0,3582.52,2133.91,3042.43,63583.44,2694.15,2694.15,17123.05,2738.25,2880.35,3694.15,2694.15,2694.15,2694.15,4873.01,67654.79,2890.06,2803.6,4063.53,59172.97,3317.8,4128.52,3161.64,3161.64,3161.64,3161.64,3524.04,33088.25,41225.69,4835.99,25862.33,46208.77,7294.57,3171.99,3171.99,6587.16,4894.44,5067.16,3171.99,83657.57,3171.99,49241.2,4266.39,11441.37,15302.3,3422.79,3171.99,3171.99,0,2151.4,1075.7,1075.7,1075.7,3573.11,91042.7,50738.96,14691.02,1226.81,1110.6,1303.08,1079.21,1329.21,1439.21,1423.08,1079.21,89157.69,27552.13,1101.4,6346.15,55897.74,0,133.05,1109.94,1109.94,1709.94,8674.39,1109.94,2600.57,2051.78,31874.72,1855.7,88280.41,1113.54,1178.2,2113.54,1113.54,1113.54,1113.54,11099.73,2551.67,1113.54,1833.54,89369.31,26735.63,1113.54,2121.78,1113.54,1113.54,2018.74,1113.54,11149.13,3290.56,1124.1,1124.1,1169.28,14077.87,2304,1135.15,1127.73,1127.73,2096.41,1127.73,1127.73,2444.6,1127.73,16128.78,82765,5031.1,1131.35,1131.35,1131.35,1838.95,1131.35,1131.35,8716.35,12504.07,1131.35,3546.35,11890.22,99865.65,1134.98,1134.98,1134.98,1842.58,1134.98,1134.98,1134.98,2506.29,33250.83,2081.51,74966.98,1490.8,1134.98,1134.98,0,0
